FIPS,County,State,Republican,Democrat,,
17069,Hardin,IL,1691,449,,
17071,Henderson,IL,2394,1187,,
17073,Henry,IL,15300,9797,,
17075,Iroquois,IL,10877,2908,,
17077,Jackson,IL,10890,11181,,
17079,Jasper,IL,4494,1007,,
17081,Jefferson,IL,12476,4608,,
17083,Jersey,IL,8712,2961,,
17085,Jo Daviess,IL,7166,5109,,
17087,Johnson,IL,5059,1281,,
17089,Kane,IL,96775,130166,,
17091,Kankakee,IL,28532,20271,,
17093,Kendall,IL,29492,33168,,
17095,Knox,IL,12009,10703,,
17097,Lake,IL,123594,204032,,
17099,LaSalle,IL,30113,22442,,
17101,Lawrence,IL,4886,1419,,
17103,Lee,IL,9630,6407,,
17105,Livingston,IL,12208,4615,,
17107,Logan,IL,9136,3840,,
17109,McDonough,IL,7027,4992,,
17111,McHenry,IL,82260,78154,,
17113,McLean,IL,40502,43933,,
17115,Macon,IL,28589,19847,,
17117,Macoupin,IL,16153,7365,,
17119,Madison,IL,76031,57836,,
17121,Marion,IL,12678,4524,,
17123,Marshall,IL,4197,2005,,
17125,Mason,IL,4654,1985,,
17127,Massac,IL,4997,1725,,
17129,Menard,IL,4764,2022,,
17131,Mercer,IL,5418,3280,,
17133,Monroe,IL,14142,6569,,
17135,Montgomery,IL,9544,3905,,
17137,Morgan,IL,9950,5076,,
17139,Moultrie,IL,4964,1662,,
17141,Ogle,IL,16248,9428,,
17143,Peoria,IL,38252,43578,,
17145,Perry,IL,7313,2612,,
17147,Piatt,IL,6248,3329,,
17149,Pike,IL,6332,1484,,
17151,Pope,IL,1722,433,,
17153,Pulaski,IL,1699,891,,
17155,Putnam,IL,1993,1338,,
17157,Randolph,IL,11076,3592,,
17159,Richland,IL,6089,1830,,
17161,Rock Island,IL,28603,36691,,
17163,St. Clair,IL,57150,68325,,
17165,Saline,IL,8103,2789,,
17167,Sangamon,IL,53485,48917,,
17169,Schuyler,IL,2773,1068,,
17171,Scott,IL,2114,572,,
17173,Shelby,IL,9426,2504,,
17175,Stark,IL,2004,815,,
17177,Stephenson,IL,12521,9055,,
17179,Tazewell,IL,42513,24819,,
17181,Union,IL,6161,2579,,
17183,Vermilion,IL,20725,10323,,
17185,Wabash,IL,4237,1253,,
17187,Warren,IL,4676,3090,,
17189,Washington,IL,6115,1641,,
17191,Wayne,IL,7176,1187,,
17193,White,IL,5791,1517,,
17195,Whiteside,IL,14527,12253,,
17197,Will,IL,155116,183915,,
17199,Williamson,IL,22801,10206,,
17201,Winnebago,IL,60861,64056,,
17203,Woodford,IL,14799,6160,,
21001,Adair,KY,7276,1392,,
21003,Allen,KY,7587,1642,,
21005,Anderson,KY,9661,3348,,
21007,Ballard,KY,3356,825,,
21009,Barren,KY,14654,5127,,
21011,Bath,KY,3986,1573,,
21013,Bell,KY,8140,1789,,
21015,Boone,KY,44814,20901,,
21017,Bourbon,KY,6190,3296,,
21019,Boyd,KY,14295,7083,,
21021,Boyle,KY,8872,5298,,
21023,Bracken,KY,3398,800,,
21025,Breathitt,KY,4265,1301,,
21027,Breckinridge,KY,7701,2350,,
21029,Bullitt,KY,30708,10552,,
21031,Butler,KY,4960,1079,,
21033,Caldwell,KY,4906,1433,,
21035,Calloway,KY,11352,5797,,
21037,Campbell,KY,28482,19374,,
21039,Carlisle,KY,2159,463,,
21041,Carroll,KY,2954,1116,,
21043,Carter,KY,8775,2642,,
21045,Casey,KY,6179,918,,
21047,Christian,KY,15080,8296,,
21049,Clark,KY,11811,6004,,
21051,Clay,KY,6677,831,,
21053,Clinton,KY,4280,603,,
21055,Crittenden,KY,3451,731,,
21057,Cumberland,KY,2769,508,,
21059,Daviess,KY,31025,17286,,
21061,Edmonson,KY,4828,1227,,
21063,Elliott,KY,2246,712,,
21065,Estill,KY,5100,1355,,
21067,Fayette,KY,58860,90600,,
21069,Fleming,KY,5534,1474,,
21071,Floyd,KY,12250,3884,,
21073,Franklin,KY,12900,12652,,
21075,Fulton,KY,1606,794,,
21077,Gallatin,KY,2955,822,,
21079,Garrard,KY,6754,1830,,
21081,Grant,KY,8725,2205,,
21083,Graves,KY,13206,3560,,
21085,Grayson,KY,9453,2400,,
21087,Green,KY,4838,920,,
21089,Greenup,KY,13064,4873,,
21091,Hancock,KY,3145,1351,,
21093,Hardin,KY,29832,18101,,
21095,Harlan,KY,9367,1494,,
21097,Harrison,KY,6334,2400,,
21099,Hart,KY,6345,1908,,
21101,Henderson,KY,12730,7639,,
21103,Henry,KY,5843,2142,,
21105,Hickman,KY,1714,458,,
21107,Hopkins,KY,15757,5439,,
21109,Jackson,KY,5453,605,,
21111,Jefferson,KY,150646,228358,,
21113,Jessamine,KY,17096,8567,,
21115,Johnson,KY,8450,1608,,
21117,Kenton,KY,48129,32271,,
21119,Knott,KY,4780,1412,,
21121,Knox,KY,11012,2114,,
21123,Larue,KY,5685,1504,,
21125,Laurel,KY,23237,4475,,
21127,Lawrence,KY,5633,1238,,
21129,Lee,KY,2273,481,,
21131,Leslie,KY,4321,446,,
21133,Letcher,KY,7226,1799,,
21135,Lewis,KY,4986,823,,
21137,Lincoln,KY,8489,2254,,
21139,Livingston,KY,4010,939,,
21141,Logan,KY,9067,3094,,
21143,Lyon,KY,3100,1092,,
21145,McCracken,KY,21820,11195,,
21147,McCreary,KY,5664,725,,
21149,McLean,KY,3633,1074,,
21151,Madison,KY,27356,15581,,
21153,Magoffin,KY,4174,1214,,
21155,Marion,KY,6113,2722,,
21157,Marshall,KY,13297,4071,,
21159,Martin,KY,3496,403,,
21161,Mason,KY,5477,2362,,
21163,Meade,KY,10185,3632,,
21165,Menifee,KY,2311,750,,
21167,Mercer,KY,8506,3033,,
21169,Metcalfe,KY,3959,975,,
21171,Monroe,KY,4628,657,,
21173,Montgomery,KY,8993,3630,,
21175,Morgan,KY,4301,1175,,
21177,Muhlenberg,KY,10497,3545,,
21179,Nelson,KY,15703,7188,,
21181,Nicholas,KY,2408,955,,
21183,Ohio,KY,8582,2404,,
21185,Oldham,KY,22654,14505,,
21187,Owen,KY,4292,1098,,
21189,Owsley,KY,1671,216,,
21191,Pendleton,KY,5515,1322,,
21193,Perry,KY,8129,2356,,
21195,Pike,KY,20284,4866,,
21197,Powell,KY,4041,1367,,
21199,Pulaski,KY,25442,5666,,
21201,Robertson,KY,884,253,,
21203,Rockcastle,KY,6577,1134,,
21205,Rowan,KY,5994,3880,,
21207,Russell,KY,7519,1331,,
21209,Scott,KY,17767,10567,,
21211,Shelby,KY,15055,8077,,
21213,Simpson,KY,5888,2681,,
21215,Spencer,KY,8737,2530,,
21217,Taylor,KY,9376,2963,,
21219,Todd,KY,4062,1205,,
21221,Trigg,KY,5487,1791,,
21223,Trimble,KY,3227,1012,,
21225,Union,KY,4965,1529,,
21227,Warren,KY,31791,22479,,
21229,Washington,KY,4482,1644,,
21231,Wayne,KY,7430,1700,,
21233,Webster,KY,4506,1412,,
21235,Whitley,KY,12567,2552,,
21237,Wolfe,KY,2097,839,,
21239,Woodford,KY,8362,6530,,
55001,Adams,WI,7362,4329,,
55003,Ashland,WI,3841,4801,,
55005,Barron,WI,15803,9194,,
55007,Bayfield,WI,4617,6147,,
55009,Brown,WI,75871,65511,,
55011,Buffallo,WI,4834,2860,,
55013,Burnett,WI,6462,3569,,
55015,Calumet,WI,18156,12116,,
55017,Chippewa,WI,21317,13983,,
55019,Clark,WI,10002,4524,,
55021,Columbia,WI,16927,16410,,
55023,Crawford,WI,4620,3953,,
55025,Dane,WI,78794,260121,,
55027,Dodge,WI,31355,16356,,
55029,Door,WI,9752,10044,,
55031,Douglas,WI,10923,13218,,
55033,Dunn,WI,13173,9897,,
55035,Eau Claire,WI,25341,31620,,
55037,Florence,WI,2133,781,,
55039,Fond du Lac,WI,35754,20588,,
55041,Forest,WI,3285,1721,,
55043,Grant,WI,14142,10998,,
55045,Green,WI,10169,10851,,
55047,Green Lake,WI,7168,3344,,
55049,Iowa,WI,5909,7828,,
55051,Iron,WI,2438,1533,,
55053,Jackson,WI,5791,4256,,
55055,Jefferson,WI,27208,19904,,
55057,Juneau,WI,8749,4746,,
55059,Kenosha,WI,44972,42193,,
55061,Kewaunee,WI,7927,3976,,
55063,La Crosse,WI,28684,37846,,
55065,Lafayette,WI,4821,3647,,
55067,Langlade,WI,7330,3704,,
55069,Lincoln,WI,10017,6261,,
55071,Manitowoc,WI,27218,16818,,
55073,Marathon,WI,44624,30808,,
55075,Marinette,WI,15304,7366,,
55077,Marquette,WI,5719,3239,,
55078,Menominee,WI,278,1303,,
55079,Milwaukee,WI,134482,317527,,
55081,Monroe,WI,13775,8433,,
55083,Oconto,WI,16226,6715,,
55085,Oneida,WI,13671,10105,,
55087,Outagamie,WI,58385,47667,,
55089,Ozaukee,WI,33912,26517,,
55091,Pepin,WI,2584,1489,,
55093,Pierce,WI,12815,9796,,
55095,Polk,WI,16611,9370,,
55097,Portage,WI,19299,20428,,
55099,Price,WI,5394,3032,,
55101,Racine,WI,54479,50159,,
55103,Richland,WI,4871,3995,,
55105,Rock,WI,37138,46658,,
55107,Rusk,WI,5257,2517,,
55109,St. Croix,WI,32199,23190,,
55111,Sauk,WI,17493,18108,,
55113,Sawyer,WI,5909,4498,,
55115,Shawano,WI,15173,7131,,
55117,Sheboygan,WI,37609,27101,,
55119,Taylor,WI,7657,2693,,
55121,Trempealeau,WI,8833,6285,,
55123,Vernon,WI,8218,7457,,
55125,Vilas,WI,9261,5903,,
55127,Walworth,WI,33851,22789,,
55129,Washburn,WI,6334,3867,,
55131,Washington,WI,60237,26650,,
55133,Waukesha,WI,159649,103906,,
55135,Waupaca,WI,18952,9703,,
55137,Waushara,WI,9016,4388,,
55139,Winnebago,WI,47796,44060,,
55141,Wood,WI,24308,16365,,
37001,Alamance,NC,46056,38825,,
37003,Alexander,NC,15888,4145,,
37005,Alleghany,NC,4527,1486,,
37007,Anson,NC,5321,5789,,
37009,Ashe,NC,11451,4164,,
37011,Avery,NC,7172,2191,,
37013,Beaufort,NC,16437,9633,,
37015,Bertie,NC,3817,5939,,
37017,Bladen,NC,9676,7326,,
37019,Brunswick,NC,55850,33310,,
37021,Buncombe,NC,62412,96515,,
37023,Burke,NC,31019,13118,,
37025,Cabarrus,NC,63237,52162,,
37027,Caldwell,NC,32119,10245,,
37029,Camden,NC,4312,1537,,
37031,Carteret,NC,30028,12093,,
37033,Caswell,NC,7089,4860,,
37035,Catawba,NC,56588,25689,,
37037,Chatham,NC,21186,26787,,
37039,Cherokee,NC,12628,3583,,
37041,Chowan,NC,4471,3247,,
37043,Clay,NC,5112,1699,,
37045,Cleveland,NC,33798,16955,,
37047,Columbus,NC,16832,9446,,
37049,Craven,NC,31032,21148,,
37051,Cumberland,NC,60032,84469,,
37053,Currituck,NC,11657,4195,,
37055,Dare,NC,13938,9936,,
37057,Davidson,NC,64658,22636,,
37059,Davie,NC,18228,6713,,
37061,Duplin,NC,13793,8767,,
37063,Durham,NC,32459,144688,,
37065,Edgecombe,NC,9206,16089,,
37067,Forsyth,NC,85064,113033,,
37069,Franklin,NC,20901,15879,,
37071,Gaston,NC,73033,40959,,
37073,Gates,NC,3367,2546,,
37075,Graham,NC,3710,905,,
37077,Granville,NC,16647,14565,,
37079,Greene,NC,4874,3832,,
37081,Guilford,NC,107294,173086,,
37083,Halifax,NC,10080,15545,,
37085,Harnett,NC,35177,22093,,
37087,Haywood,NC,22834,13144,,
37089,Henderson,NC,40032,27211,,
37091,Hertford,NC,3479,7097,,
37093,Hoke,NC,9453,11804,,
37095,Hyde,NC,1418,1046,,
37097,Iredell,NC,67010,33888,,
37099,Jackson,NC,11356,9591,,
37101,Johnston,NC,68353,41257,,
37103,Jones,NC,3280,2197,,
37105,Lee,NC,16469,12143,,
37107,Lenoir,NC,14590,13605,,
37109,Lincoln,NC,36341,13274,,
37111,McDowell,NC,16883,5832,,
37113,Macon,NC,14211,6230,,
37115,Madison,NC,7979,4901,,
37117,Martin,NC,6532,5911,,
37119,Mecklenburg,NC,179211,378107,,
37121,Mitchell,NC,7090,1867,,
37123,Montgomery,NC,8411,4327,,
37125,Moore,NC,36764,20779,,
37127,Nash,NC,25827,25947,,
37129,New Hanover,NC,63331,66138,,
37131,Northampton,NC,3989,6069,,
37133,Onslow,NC,46078,24266,,
37135,Orange,NC,20176,63594,,
37137,Pamlico,NC,4849,2713,,
37139,Pasquotank,NC,9770,9832,,
37141,Pender,NC,21956,11723,,
37143,Perquimans,NC,4903,2492,,
37145,Person,NC,13184,8465,,
37147,Pitt,NC,38982,47252,,
37149,Polk,NC,7689,4518,,
37151,Randolph,NC,56894,15618,,
37153,Richmand,NC,11830,8754,,
37155,Robeson,NC,27806,19020,,
37157,Rockingham,NC,31301,15992,,
37159,Rowan,NC,49297,23114,,
37161,Rutherford,NC,24891,9135,,
37163,Sampson,NC,17411,10966,,
37165,Scotland,NC,7473,7186,,
37167,Stanly,NC,25458,8129,,
37169,Stokes,NC,20144,5286,,
37171,Surry,NC,27538,8721,,
37173,Swain,NC,4161,2780,,
37175,Transylvania,NC,11636,8444,,
37177,Tyrrell,NC,1044,758,,
37179,Union,NC,80382,48725,,
37181,Vance,NC,8391,12431,,
37183,Wake,NC,226197,393336,,
37185,Warren,NC,3752,6400,,
37187,Washington,NC,2781,3396,,
37189,Watauga,NC,14451,17122,,
37191,Wayne,NC,30709,24215,,
37193,Wilkes,NC,27592,7511,,
37195,Wilson,NC,19581,20754,,
37197,Yadkin,NC,15933,3763,,
37199,Yancey,NC,7516,3688,,
45001,Abbeville,SC,8215,4101,,
45003,Aiken,SC,51589,32275,,
45005,Allendale,SC,835,2718,,
45007,Anderson,SC,67565,27169,,
45009,Bamberg,SC,2417,4010,,
45011,Barnwell,SC,5492,4720,,
45013,Beaufort,SC,53194,43419,,
45015,Berkeley,SC,57397,45223,,
45017,Calhoun,SC,4305,3905,,
45019,Charleston,SC,93297,121485,,
45021,Cherokee,SC,18043,6983,,
45023,Chester,SC,8660,6941,,
45025,Chesterfield,SC,11297,7431,,
45027,Clarendon,SC,8361,8250,,
45029,Colleton,SC,10440,8602,,
45031,Darlington,SC,16832,15220,,
45033,Dillon,SC,6582,6436,,
45035,Dorchester,SC,41913,33824,,
45037,Edgefield,SC,8184,4953,,
45039,Fairfield,SC,4625,7382,,
45041,Florence,SC,32615,31153,,
45043,Georgetown,SC,20487,15822,,
45045,Greenville,SC,150021,103030,,
45047,Greenwood,SC,19431,12145,,
45049,Hampton,SC,3906,5323,,
45051,Horry,SC,118821,59180,,
45053,Jasper,SC,7078,7185,,
45055,Kershaw,SC,20471,12699,,
45057,Lancaster,SC,30312,18937,,
45059,Laurens,SC,20004,10159,,
45061,Lee,SC,3008,5329,,
45063,Lexington,SC,92817,49301,,
45065,McCormick,SC,2958,2687,,
45067,Marion,SC,5711,8872,,
45069,Marlboro,SC,5044,6290,,
45071,Newberry,SC,11443,6958,,
45073,Oconee,SC,29698,10414,,
45075,Orangeburg,SC,13603,27295,,
45077,Pickens,SC,42907,13645,,
45079,Richland,SC,58313,132570,,
45081,Saluda,SC,6210,2963,,
45083,Spartanburg,SC,93560,52926,,
45085,Sumter,SC,21000,27379,,
45087,Union,SC,8183,4935,,
45089,Williamsburg,SC,5532,10289,,
45091,York,SC,82727,59008,,
47001,Anderson,TN,23184,11741,,
47003,Bedford,TN,14354,4453,,
47005,Benton,TN,5668,1529,,
47007,Bledsoe,TN,4725,971,,
47009,Blount,TN,47369,17932,,
47011,Bradley,TN,35204,9851,,
47013,Campbell,TN,12331,2441,,
47015,Cannon,TN,5190,1261,,
47017,Carroll,TN,9205,2559,,
47019,Carter,TN,19584,4529,,
47021,Cheatham,TN,14438,5514,,
47023,Chester,TN,5952,1412,,
47025,Claiborne,TN,10604,2202,,
47027,Clay,TN,2733,735,,
47029,Cocke,TN,12162,2533,,
47031,Coffee,TN,17883,5705,,
47033,Crocket,TN,4673,1382,,
47035,Cumberland,TN,25168,6728,,
47037,Davidson,TN,100218,199703,,
47039,Decatur,TN,4229,904,,
47041,Dekalb,TN,6672,1750,,
47043,Dickson,TN,17643,6106,,
47045,Dyer,TN,11768,3158,,
47047,Fayette,TN,15690,7027,,
47049,Fentress,TN,7441,1214,,
47051,Franklin,TN,13987,4864,,
47053,Gibson,TN,16259,5771,,
47055,Giles,TN,9784,3298,,
47057,Grainger,TN,8565,1467,,
47059,Greene,TN,22259,5199,,
47061,Grundy,TN,4802,988,,
47063,Hamblen,TN,18811,5500,,
47065,Hamilton,TN,92108,75522,,
47067,Hancock,TN,2372,362,,
47069,Hardeman,TN,5760,4180,,
47071,Hardin,TN,9559,1775,,
47073,Hawkins,TN,20405,4083,,
47075,Haywood,TN,3343,4012,,
47077,Henderson,TN,9797,2092,,
47079,Henry,TN,11239,3548,,
47081,Hickman,TN,7577,2130,,
47083,Houston,TN,2718,871,,
47085,Humphreys,TN,6120,2017,,
47087,Jackson,TN,4118,1135,,
47089,Jefferson,TN,18651,4654,,
47091,Johnson,TN,6468,1246,,
47093,Knox,TN,124540,91422,,
47095,Lake,TN,1492,526,,
47097,Lauderdale,TN,5674,3193,,
47099,Lawrence,TN,15334,3195,,
47101,Lewis,TN,4474,1072,,
47103,Lincoln,TN,12281,2919,,
47105,Loudon,TN,21713,6948,,
47107,McMinn,TN,18198,4361,,
47109,McNairy,TN,9093,1943,,
47111,Macon,TN,8096,1307,,
47113,Madison,TN,23943,18390,,
47115,Marion,TN,9911,3177,,
47117,Marchall,TN,11043,3605,,
47119,Maury,TN,31464,14418,,
47121,Meigs,TN,4467,1008,,
47123,Monroe,TN,16783,3764,,
47125,Montgomery,TN,42187,32472,,
47127,Moore,TN,2888,573,,
47129,Morgan,TN,6930,1167,,
47131,Obion,TN,10790,2589,,
47133,Overton,TN,7918,2033,,
47135,Perry,TN,2775,615,,
47137,Pickett,TN,2381,525,,
47139,Polk,TN,6792,1492,,
47141,Putnam,TN,23759,9185,,
47143,Rhea,TN,11050,2369,,
47145,Roane,TN,19230,6043,,
47147,Robertson,TN,24536,8692,,
47149,Rutherford,TN,81480,59341,,
47151,Scott,TN,8004,986,,
47153,Sequatchie,TN,5855,1298,,
47155,Sevier,TN,33783,8721,,
47157,Shelby,TN,129815,246105,,
47159,Smith,TN,7136,1802,,
47161,Stewart,TN,4950,1232,,
47163,Sullivan,TN,55860,17272,,
47165,Sumner,TN,63454,27680,,
47167,Tipton,TN,20070,6837,,
47169,Trousdale,TN,2936,1012,,
47171,Unicoi,TN,6599,1615,,
47173,Union,TN,6803,1249,,
47175,Van Buren,TN,2342,544,,
47177,Warren,TN,11850,3924,,
47179,Washington,TN,40444,18638,,
47181,Wayne,TN,5795,820,,
47183,Weakley,TN,10396,3020,,
47185,White,TN,9606,2143,,
47187,Williamson,TN,86469,50161,,
47189,Wilson,TN,50296,22254,,
13001,Appling ,GA,6570,1784,,
13003,Atkinson ,GA,2300,825,,
13005,Bacon ,GA,4017,625,,
13007,Baker ,GA,897,652,,
13009,Baldwin ,GA,8903,9140,,
13011,Banks ,GA,7795,932,,
13013,Barrow ,GA,26804,10453,,
13015,Bartow ,GA,37672,12091,,
13017,Ben Hill ,GA,4111,2393,,
13019,Berrien ,GA,6419,1269,,
13021,Bibb ,GA,26559,43408,,
13023,Bleckley ,GA,4329,1312,,
13025,Brantley ,GA,6993,700,,
13027,Brooks ,GA,4261,2791,,
13029,Bryan ,GA,14240,6738,,
13031,Bulloch ,GA,18387,11248,,
13033,Burke ,GA,5400,5208,,
13035,Butts ,GA,8406,3274,,
13037,Calhoun ,GA,923,1263,,
13039,Camden ,GA,15249,7967,,
13043,Candler ,GA,3133,1269,,
13045,Carroll ,GA,37476,16236,,
13047,Catoosa ,GA,25167,6932,,
13049,Charlton ,GA,3419,1105,,
13051,Chatham ,GA,53232,78247,,
13053,Chattahoochee ,GA,880,667,,
13055,Chattooga ,GA,8064,1854,,
13057,Cherokee ,GA,99585,42779,,
13059,Clarke ,GA,14450,36055,,
13061,Clay ,GA,637,791,,
13063,Clayton ,GA,15811,95466,,
13065,Clinch ,GA,2105,744,,
13067,Cobb ,GA,165436,221847,,
13069,Coffee ,GA,10578,4511,,
13071,Colquitt ,GA,11777,4190,,
13073,Columbia ,GA,50013,29232,,
13075,Cook ,GA,4900,2059,,
13077,Coweta ,GA,51501,24210,,
13079,Crawford ,GA,4428,1615,,
13081,Crisp ,GA,4985,2982,,
13083,Dade ,GA,6066,1261,,
13085,Dawson ,GA,13398,2486,,
13087,Decatur ,GA,6755,4782,,
13089,DeKalb ,GA,58377,308162,,
13091,Dodge ,GA,5843,2172,,
13093,Dooly ,GA,2159,1911,,
13095,Dougherty ,GA,10441,24568,,
13097,Douglas ,GA,25454,42814,,
13099,Early ,GA,2710,2450,,
13101,Echols ,GA,1256,167,,
13103,Effingham ,GA,23361,7718,,
13105,Elbert ,GA,6226,2879,,
13107,Emanuel ,GA,6553,2886,,
13109,Evans ,GA,2888,1324,,
13111,Fannin ,GA,12169,2570,,
13113,Fayette ,GA,37956,33062,,
13115,Floyd ,GA,28906,11917,,
13117,Forsyth ,GA,85123,42208,,
13119,Franklin ,GA,9069,1593,,
13121,Fulton ,GA,137247,380212,,
13123,Gilmer ,GA,13429,2932,,
13125,Glascock ,GA,1402,155,,
13127,Glynn ,GA,25617,15882,,
13129,Gordon ,GA,19405,4384,,
13131,Grady ,GA,7034,3619,,
13133,Greene ,GA,7066,4087,,
13135,Gwinnett ,GA,166400,241994,,
13137,Habersham ,GA,16637,3562,,
13139,Hall ,GA,64183,25033,,
13141,Hancock ,GA,1154,2976,,
13143,Haralson ,GA,12330,1791,,
13145,Harris ,GA,14319,5457,,
13147,Hart ,GA,9465,3157,,
13149,Heard ,GA,4519,824,,
13151,Henry ,GA,48259,73443,,
13153,Houston ,GA,41540,32239,,
13155,Irwin ,GA,3134,1008,,
13157,Jackson ,GA,29502,7642,,
13159,Jasper ,GA,5822,1761,,
13161,Jeff Davis ,GA,4695,1028,,
13163,Jefferson ,GA,3537,4058,,
13165,Jenkins ,GA,2161,1266,,
13167,Johnson ,GA,2850,1222,,
13169,Jones ,GA,9940,4882,,
13171,Lamar ,GA,6331,2620,,
13173,Lanier ,GA,2509,1019,,
13175,Laurens ,GA,14493,8074,,
13177,Lee ,GA,12007,4558,,
13179,Liberty ,GA,7959,13104,,
13181,Lincoln ,GA,3173,1432,,
13183,Long ,GA,3527,2035,,
13185,Lowndes,GA,25692,20116,,
13187,Lumpkin,GA,12163,3126,,
13189,McDuffie,GA,6169,4168,,
13191,McIntosh,GA,4016,2612,,
13193,Macon,GA,1783,2858,,
13195,Madison,GA,11326,3411,,
13197,Marion,GA,2275,1312,,
13199,Meriwether,GA,6524,4287,,
13201,Miller,GA,2066,748,,
13205,Mitchell ,GA,4935,3993,,
13207,Monroe ,GA,11057,4385,,
13209,Montgomery ,GA,2960,980,,
13211,Morgan ,GA,8231,3353,,
13213,Murray ,GA,12944,2301,,
13215,Muscogee ,GA,30107,49446,,
13217,Newton ,GA,23869,29789,,
13219,Oconee ,GA,16595,8162,,
13221,Oglethorpe ,GA,5592,2439,,
13223,Paulding ,GA,54517,29695,,
13225,Peach ,GA,6506,5922,,
13227,Pickens ,GA,14110,2824,,
13229,Pierce ,GA,7898,1100,,
13231,Pike ,GA,9127,1505,,
13233,Polk ,GA,13587,3657,,
13235,Pulaski ,GA,2815,1230,,
13237,Putnam ,GA,8291,3448,,
13239,Quitman ,GA,604,497,,
13241,Rabun ,GA,7474,1984,,
13243,Randolph ,GA,1390,1671,,
13245,Richmond ,GA,26780,59119,,
13247,Rockdale,GA,13014,31237,,
13249,Schley,GA,1800,462,,
13251,Screven ,GA,3915,2661,,
13253,Seminole ,GA,2613,1256,,
13255,Spalding ,GA,18104,11828,,
13257,Stephens ,GA,9367,2386,,
13259,Stewart ,GA,801,1182,,
13261,Sumter,GA,5733,6314,,
13263,Talbot,GA,1392,2114,,
13265,Taliaferro,GA,360,561,,
13267,Tattnall,GA,6054,2062,,
13269,Taylor,GA,2420,1388,,
13271,Telfair,GA,2825,1488,,
13273,Terrell,GA,2004,2376,,
13275,Thomas,GA,12969,8708,,
13277,Tift,GA,10784,5318,,
13279,Toombs,GA,7873,2938,,
13281,Towns,GA,6384,1550,,
13283,Treutlen,GA,2101,952,,
13285,Troup,GA,18142,11577,,
13287,Turner,GA,2349,1409,,
13289,Twiggs,GA,2370,2044,,
13291,Union,GA,12650,2800,,
13293,Upson,GA,8606,4203,,
13295,Walker,GA,23173,5770,,
13297,Walton ,GA,37839,12683,,
13299,Ware ,GA,9903,4169,,
13301,Warren ,GA,1166,1468,,
13303,Washington ,GA,4668,4743,,
13305,Wayne ,GA,9987,2688,,
13307,Webster ,GA,748,640,,
13309,Wheeler ,GA,1583,689,,
13311,White ,GA,12222,2411,,
13313,Whitfield ,GA,25644,10680,,
13315,Wilcox ,GA,2402,861,,
13317,Wilkes ,GA,2823,2160,,
13319,Wilkinson ,GA,2665,2074,,
13321,Worth ,GA,6830,2395,,
